,Q1,Q2,Q3,Q4,Q5,Q7,Q9,Q10,Q11,Q12,Q13,Q14,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q29,Q30,Q32,Q45
131,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,10.0,5.0
132,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,10.0,15.0,5.0
133,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
134,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,15.0,5.0,10.0
135,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,15.0,5.0
136,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,15.0,5.0
137,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,5.0
138,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,10.0,5.0,5.0
139,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,10.0,15.0,5.0
140,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,0.0,1.0,0.0,0.0,20.0,0.0,10.0,15.0,6.0
141,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,5.0
142,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,15.0,15.0,5.0
143,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
144,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
145,15.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
146,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,1.0,0.0,0.0,15.0,1.0,10.0,11.0,5.0
147,15.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,15.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,10.0,11.0,15.0
148,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,15.0,5.0
149,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
150,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,0.0,0.0,1.0,0.0,20.0,1.0,10.0,5.0,5.0
151,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,5.0,0.0,1.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
152,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0
153,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,1.0,0.0,15.0,1.0,10.0,15.0,5.0
154,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,0.0,0.0,1.0,0.0,10.0,1.0,10.0,15.0,5.0
155,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,1.0,0.0,1.0,10.0,1.0,10.0,5.0,5.0
156,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,15.0,6.0
157,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
158,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,6.0
159,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,15.0,15.0,0.0,0.0,0.0,1.0,5.0,0.0,10.0,5.0,10.0
160,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,5.0,5.0
161,10.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,5.0
162,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,5.0,15.0,10.0
163,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,15.0,15.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
164,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,5.0
165,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,10.0,15.0
166,10.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,15.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,5.0,5.0
167,15.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,12.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,10.0,11.0,6.0
168,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,6.0
169,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,5.0
170,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,10.0,5.0,5.0
171,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,15.0,15.0,15.0
172,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,5.0
173,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
174,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,6.0
175,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
176,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,12.0,5.0,1.0,1.0,0.0,0.0,10.0,1.0,10.0,10.0,5.0
177,20.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,15.0,5.0
178,15.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0
179,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,5.0,1.0,0.0,1.0,1.0,20.0,1.0,10.0,11.0,6.0
180,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,0.0,1.0,0.0,15.0,1.0,10.0,10.0,10.0
181,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,1.0,0.0,0.0,10.0,1.0,10.0,5.0,5.0
182,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,15.0
183,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,5.0,6.0
184,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
185,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,10.0,15.0,5.0
186,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,10.0,15.0,5.0
187,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,10.0,15.0,5.0
188,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,5.0,1.0,0.0,1.0,0.0,10.0,1.0,5.0,15.0,6.0
189,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,5.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,15.0,5.0
190,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,1.0,1.0,10.0,1.0,10.0,15.0,5.0
191,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,15.0,5.0
192,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,5.0,5.0
193,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,5.0
194,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,1.0,1.0,20.0,1.0,10.0,15.0,15.0
195,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,15.0,15.0,1.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,5.0
196,15.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,15.0,5.0,0.0,1.0,0.0,1.0,15.0,1.0,10.0,15.0,10.0
197,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,10.0,11.0,5.0
198,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,11.0,6.0
199,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,20.0,1.0,15.0,15.0,6.0
200,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,5.0,5.0
201,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,15.0,5.0
202,15.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,10.0,15.0,5.0
203,15.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,1.0,0.0,1.0,10.0,1.0,10.0,15.0,5.0
204,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,10.0,15.0,6.0
205,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,1.0,1.0,0.0,20.0,1.0,15.0,10.0,5.0
206,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,10.0,5.0
207,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,5.0,5.0
208,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,15.0,5.0
209,15.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,10.0,11.0,6.0
210,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,1.0,5.0,1.0,15.0,5.0,15.0
211,10.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,5.0,5.0
212,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,5.0
213,10.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,5.0
214,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,15.0,5.0
215,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,1.0,0.0,1.0,15.0,0.0,10.0,10.0,5.0
216,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,6.0
217,10.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
218,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,10.0,5.0
219,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,10.0,1.0,15.0,15.0,6.0
220,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0,5.0,5.0
221,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,15.0,5.0
222,20.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,15.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,10.0,5.0
223,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,10.0,15.0
224,15.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,0.0,1.0,0.0,10.0,0.0,15.0,15.0,5.0
225,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,15.0,5.0
226,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,5.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,5.0,6.0
227,10.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,5.0
228,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,10.0,5.0,5.0
229,15.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,12.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,10.0,11.0,6.0
230,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,15.0,5.0
231,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,5.0
232,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,5.0
233,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,5.0
234,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,5.0
235,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,5.0
236,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,15.0,11.0,5.0
237,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,15.0,11.0,6.0
238,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,15.0,11.0,5.0
239,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,15.0,11.0,5.0
240,15.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0
241,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0
242,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,10.0,11.0,6.0
243,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,5.0
244,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,15.0,11.0,5.0
245,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,5.0
246,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0
247,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,15.0,15.0
248,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0
249,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,11.0,6.0
250,10.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,6.0
251,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0,10.0,11.0,5.0
252,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,5.0
253,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,10.0
254,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,15.0,15.0,15.0
255,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,15.0,5.0
256,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,15.0,5.0
257,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,15.0,5.0
258,15.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,5.0,1.0,0.0,0.0,0.0,20.0,1.0,10.0,15.0,10.0
259,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,5.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,5.0,5.0
260,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,15.0,1.0,0.0,0.0,0.0,15.0,1.0,10.0,15.0,5.0
261,15.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,10.0
262,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,5.0
263,10.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,10.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,5.0
264,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,5.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,5.0,5.0
265,20.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0
266,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,1.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,6.0
